#    L    TT             EE             TE             PP             TP          
  2926   0.250612E+02   0.132690E+01  -0.198993E+01   0.235404E+05   0.142621E+01
  2927   0.250452E+02   0.132098E+01  -0.199896E+01   0.235211E+05   0.142395E+01
  2928   0.250300E+02   0.131498E+01  -0.200770E+01   0.235018E+05   0.142175E+01
  2929   0.250157E+02   0.130934E+01  -0.201616E+01   0.234825E+05   0.141961E+01
  2930   0.250022E+02   0.130332E+01  -0.202433E+01   0.234633E+05   0.141755E+01
  2931   0.249889E+02   0.129729E+01  -0.203214E+01   0.234440E+05   0.141555E+01
  2932   0.249764E+02   0.129118E+01  -0.203965E+01   0.234248E+05   0.141362E+01
  2933   0.249633E+02   0.128498E+01  -0.204703E+01   0.234056E+05   0.141176E+01
  2934   0.249510E+02   0.127870E+01  -0.205397E+01   0.233864E+05   0.140996E+01
  2935   0.249396E+02   0.127241E+01  -0.206055E+01   0.233672E+05   0.140823E+01
  2936   0.249283E+02   0.126597E+01  -0.206668E+01   0.233481E+05   0.140656E+01
  2937   0.249171E+02   0.125959E+01  -0.207274E+01   0.233290E+05   0.140496E+01
  2938   0.249068E+02   0.125298E+01  -0.207829E+01   0.233098E+05   0.140343E+01
  2939   0.248974E+02   0.124643E+01  -0.208355E+01   0.232908E+05   0.140196E+01
  2940   0.248880E+02   0.123987E+01  -0.208866E+01   0.232717E+05   0.140056E+01
  2941   0.248781E+02   0.123316E+01  -0.209332E+01   0.232526E+05   0.139922E+01
  2942   0.248690E+02   0.122651E+01  -0.209761E+01   0.232336E+05   0.139794E+01
  2943   0.248600E+02   0.121970E+01  -0.210168E+01   0.232146E+05   0.139673E+01
  2944   0.248511E+02   0.121288E+01  -0.210538E+01   0.231956E+05   0.139559E+01
  2945   0.248431E+02   0.120598E+01  -0.210878E+01   0.231766E+05   0.139450E+01
  2946   0.248345E+02   0.119906E+01  -0.211181E+01   0.231577E+05   0.139348E+01
  2947   0.248267E+02   0.119214E+01  -0.211461E+01   0.231388E+05   0.139253E+01
  2948   0.248190E+02   0.118513E+01  -0.211696E+01   0.231199E+05   0.139164E+01
  2949   0.248108E+02   0.117811E+01  -0.211901E+01   0.231010E+05   0.139081E+01
  2950   0.248033E+02   0.117101E+01  -0.212084E+01   0.230821E+05   0.139004E+01
  2951   0.247960E+02   0.116389E+01  -0.212228E+01   0.230632E+05   0.138934E+01
  2952   0.247888E+02   0.115676E+01  -0.212342E+01   0.230444E+05   0.138870E+01
  2953   0.247810E+02   0.114970E+01  -0.212411E+01   0.230256E+05   0.138812E+01
  2954   0.247733E+02   0.114248E+01  -0.212464E+01   0.230068E+05   0.138760E+01
  2955   0.247665E+02   0.113525E+01  -0.212472E+01   0.229880E+05   0.138714E+01
  2956   0.247590E+02   0.112800E+01  -0.212449E+01   0.229693E+05   0.138674E+01
  2957   0.247516E+02   0.112075E+01  -0.212403E+01   0.229505E+05   0.138640E+01
  2958   0.247443E+02   0.111349E+01  -0.212319E+01   0.229318E+05   0.138612E+01
  2959   0.247364E+02   0.110614E+01  -0.212211E+01   0.229131E+05   0.138590E+01
  2960   0.247286E+02   0.109893E+01  -0.212058E+01   0.228945E+05   0.138574E+01
  2961   0.247216E+02   0.109156E+01  -0.211882E+01   0.228758E+05   0.138563E+01
  2962   0.247132E+02   0.108419E+01  -0.211682E+01   0.228572E+05   0.138559E+01
  2963   0.247057E+02   0.107695E+01  -0.211436E+01   0.228385E+05   0.138559E+01
  2964   0.246968E+02   0.106955E+01  -0.211160E+01   0.228199E+05   0.138566E+01
  2965   0.246887E+02   0.106222E+01  -0.210860E+01   0.228014E+05   0.138578E+01
  2966   0.246800E+02   0.105487E+01  -0.210528E+01   0.227828E+05   0.138595E+01
  2967   0.246706E+02   0.104752E+01  -0.210166E+01   0.227643E+05   0.138618E+01
  2968   0.246612E+02   0.104016E+01  -0.209772E+01   0.227457E+05   0.138646E+01
  2969   0.246513E+02   0.103279E+01  -0.209340E+01   0.227272E+05   0.138680E+01
  2970   0.246414E+02   0.102541E+01  -0.208884E+01   0.227087E+05   0.138719E+01
  2971   0.246323E+02   0.101810E+01  -0.208411E+01   0.226903E+05   0.138763E+01
  2972   0.246218E+02   0.101078E+01  -0.207892E+01   0.226718E+05   0.138812E+01
  2973   0.246106E+02   0.100344E+01  -0.207356E+01   0.226534E+05   0.138867E+01
  2974   0.246010E+02   0.996102E+00  -0.206782E+01   0.226350E+05   0.138926E+01
  2975   0.245900E+02   0.988826E+00  -0.206191E+01   0.226166E+05   0.138991E+01
  2976   0.245776E+02   0.981468E+00  -0.205561E+01   0.225982E+05   0.139061E+01
  2977   0.245667E+02   0.974250E+00  -0.204914E+01   0.225799E+05   0.139135E+01
  2978   0.245537E+02   0.967023E+00  -0.204235E+01   0.225615E+05   0.139215E+01
  2979   0.245407E+02   0.959861E+00  -0.203532E+01   0.225432E+05   0.139299E+01
  2980   0.245278E+02   0.952618E+00  -0.202798E+01   0.225249E+05   0.139388E+01
  2981   0.245142E+02   0.945514E+00  -0.202039E+01   0.225066E+05   0.139482E+01
  2982   0.244991E+02   0.938328E+00  -0.201255E+01   0.224884E+05   0.139580E+01
  2983   0.244842E+02   0.931209E+00  -0.200447E+01   0.224701E+05   0.139683E+01
  2984   0.244692E+02   0.924155E+00  -0.199614E+01   0.224519E+05   0.139791E+01
  2985   0.244536E+02   0.917094E+00  -0.198750E+01   0.224337E+05   0.139903E+01
  2986   0.244373E+02   0.910099E+00  -0.197868E+01   0.224155E+05   0.140020E+01
  2987   0.244210E+02   0.903097E+00  -0.196968E+01   0.223974E+05   0.140141E+01
  2988   0.244041E+02   0.896087E+00  -0.196022E+01   0.223792E+05   0.140267E+01
  2989   0.243864E+02   0.889292E+00  -0.195066E+01   0.223611E+05   0.140397E+01
  2990   0.243688E+02   0.882415E+00  -0.194092E+01   0.223430E+05   0.140531E+01
  2991   0.243497E+02   0.875531E+00  -0.193093E+01   0.223249E+05   0.140669E+01
  2992   0.243299E+02   0.868863E+00  -0.192070E+01   0.223068E+05   0.140812E+01
  2993   0.243102E+02   0.862113E+00  -0.191028E+01   0.222888E+05   0.140959E+01
  2994   0.242890E+02   0.855356E+00  -0.189970E+01   0.222707E+05   0.141110E+01
  2995   0.242678E+02   0.848815E+00  -0.188871E+01   0.222527E+05   0.141265E+01
  2996   0.242467E+02   0.842267E+00  -0.187776E+01   0.222347E+05   0.141423E+01
  2997   0.242240E+02   0.835712E+00  -0.186642E+01   0.222167E+05   0.141586E+01
  2998   0.242007E+02   0.829225E+00  -0.185512E+01   0.221988E+05   0.141753E+01
  2999   0.241767E+02   0.822805E+00  -0.184342E+01   0.221808E+05   0.141923E+01
  3000   0.241527E+02   0.816453E+00  -0.183161E+01   0.221629E+05   0.142098E+01
  3001   0.241279E+02   0.810094E+00  -0.181962E+01   0.221450E+05   0.142276E+01
  3002   0.241024E+02   0.803878E+00  -0.180746E+01   0.221271E+05   0.142457E+01
  3003   0.240755E+02   0.797655E+00  -0.179518E+01   0.221092E+05   0.142642E+01
  3004   0.240486E+02   0.791501E+00  -0.178266E+01   0.220914E+05   0.142831E+01
  3005   0.240209E+02   0.785490E+00  -0.176995E+01   0.220735E+05   0.143024E+01
  3006   0.239933E+02   0.779473E+00  -0.175714E+01   0.220557E+05   0.143219E+01
  3007   0.239641E+02   0.773524E+00  -0.174422E+01   0.220379E+05   0.143418E+01
  3008   0.239350E+02   0.767571E+00  -0.173113E+01   0.220201E+05   0.143621E+01
  3009   0.239044E+02   0.761798E+00  -0.171793E+01   0.220024E+05   0.143826E+01
  3010   0.238738E+02   0.756109E+00  -0.170455E+01   0.219846E+05   0.144035E+01
  3011   0.238424E+02   0.750408E+00  -0.169107E+01   0.219669E+05   0.144247E+01
  3012   0.238103E+02   0.744799E+00  -0.167748E+01   0.219492E+05   0.144462E+01
  3013   0.237767E+02   0.739253E+00  -0.166371E+01   0.219315E+05   0.144680E+01
  3014   0.237439E+02   0.733806E+00  -0.164992E+01   0.219138E+05   0.144901E+01
  3015   0.237088E+02   0.728399E+00  -0.163594E+01   0.218962E+05   0.145125E+01
  3016   0.236745E+02   0.723071E+00  -0.162202E+01   0.218785E+05   0.145352E+01
  3017   0.236379E+02   0.717821E+00  -0.160783E+01   0.218609E+05   0.145582E+01
  3018   0.236020E+02   0.712633E+00  -0.159370E+01   0.218433E+05   0.145814E+01
  3019   0.235646E+02   0.707510E+00  -0.157938E+01   0.218257E+05   0.146049E+01
  3020   0.235273E+02   0.702480E+00  -0.156504E+01   0.218082E+05   0.146286E+01
  3021   0.234876E+02   0.697528E+00  -0.155067E+01   0.217906E+05   0.146526E+01
  3022   0.234487E+02   0.692648E+00  -0.153619E+01   0.217731E+05   0.146769E+01
  3023   0.234076E+02   0.687854E+00  -0.152162E+01   0.217556E+05   0.147014E+01
  3024   0.233671E+02   0.683132E+00  -0.150694E+01   0.217381E+05   0.147261E+01
  3025   0.233267E+02   0.678490E+00  -0.149230E+01   0.217206E+05   0.147511E+01
  3026   0.232862E+02   0.673934E+00  -0.147756E+01   0.217032E+05   0.147762E+01
  3027   0.232434E+02   0.669451E+00  -0.146280E+01   0.216857E+05   0.148016E+01
  3028   0.231999E+02   0.665055E+00  -0.144801E+01   0.216683E+05   0.148272E+01
  3029   0.231556E+02   0.660739E+00  -0.143326E+01   0.216509E+05   0.148531E+01
  3030   0.231112E+02   0.656511E+00  -0.141841E+01   0.216335E+05   0.148791E+01
  3031   0.230661E+02   0.652349E+00  -0.140361E+01   0.216161E+05   0.149053E+01
  3032   0.230202E+02   0.648282E+00  -0.138878E+01   0.215988E+05   0.149317E+01
  3033   0.229735E+02   0.644281E+00  -0.137392E+01   0.215814E+05   0.149583E+01
  3034   0.229260E+02   0.640383E+00  -0.135904E+01   0.215641E+05   0.149850E+01
  3035   0.228785E+02   0.636566E+00  -0.134420E+01   0.215468E+05   0.150119E+01
  3036   0.228302E+02   0.632823E+00  -0.132926E+01   0.215295E+05   0.150390E+01
  3037   0.227804E+02   0.629169E+00  -0.131445E+01   0.215123E+05   0.150663E+01
  3038   0.227312E+02   0.625597E+00  -0.129961E+01   0.214950E+05   0.150937E+01
  3039   0.226805E+02   0.622099E+00  -0.128489E+01   0.214778E+05   0.151212E+01
  3040   0.226298E+02   0.618698E+00  -0.127014E+01   0.214606E+05   0.151489E+01
  3041   0.225775E+02   0.615379E+00  -0.125537E+01   0.214434E+05   0.151767E+01
  3042   0.225259E+02   0.612143E+00  -0.124071E+01   0.214262E+05   0.152047E+01
  3043   0.224720E+02   0.608989E+00  -0.122604E+01   0.214090E+05   0.152328E+01
  3044   0.224180E+02   0.605932E+00  -0.121141E+01   0.213919E+05   0.152610E+01
  3045   0.223640E+02   0.602944E+00  -0.119690E+01   0.213748E+05   0.152893E+01
  3046   0.223092E+02   0.600053E+00  -0.118237E+01   0.213577E+05   0.153177E+01
  3047   0.222543E+02   0.597239E+00  -0.116797E+01   0.213406E+05   0.153462E+01
  3048   0.221986E+02   0.594500E+00  -0.115353E+01   0.213235E+05   0.153748E+01
  3049   0.221421E+02   0.591860E+00  -0.113922E+01   0.213064E+05   0.154034E+01
  3050   0.220855E+02   0.589303E+00  -0.112504E+01   0.212894E+05   0.154322E+01
  3051   0.220266E+02   0.586823E+00  -0.111083E+01   0.212724E+05   0.154610E+01
  3052   0.219691E+02   0.584420E+00  -0.109674E+01   0.212554E+05   0.154899E+01
  3053   0.219101E+02   0.582115E+00  -0.108270E+01   0.212384E+05   0.155189E+01
  3054   0.218517E+02   0.579880E+00  -0.106887E+01   0.212214E+05   0.155480E+01
  3055   0.217925E+02   0.577729E+00  -0.105508E+01   0.212044E+05   0.155770E+01
  3056   0.217325E+02   0.575663E+00  -0.104135E+01   0.211875E+05   0.156062E+01
  3057   0.216716E+02   0.573673E+00  -0.102774E+01   0.211706E+05   0.156354E+01
  3058   0.216107E+02   0.571768E+00  -0.101433E+01   0.211537E+05   0.156646E+01
  3059   0.215490E+02   0.569941E+00  -0.100091E+01   0.211368E+05   0.156939E+01
  3060   0.214872E+02   0.568191E+00  -0.987610E+00   0.211199E+05   0.157232E+01
  3061   0.214246E+02   0.566525E+00  -0.974515E+00   0.211031E+05   0.157525E+01
  3062   0.213626E+02   0.564945E+00  -0.961550E+00   0.210862E+05   0.157818E+01
  3063   0.212998E+02   0.563420E+00  -0.948566E+00   0.210694E+05   0.158112E+01
  3064   0.212355E+02   0.561995E+00  -0.935786E+00   0.210526E+05   0.158406E+01
  3065   0.211718E+02   0.560633E+00  -0.923138E+00   0.210358E+05   0.158700E+01
  3066   0.211073E+02   0.559356E+00  -0.910695E+00   0.210190E+05   0.158994E+01
  3067   0.210427E+02   0.558150E+00  -0.898384E+00   0.210023E+05   0.159288E+01
  3068   0.209780E+02   0.557030E+00  -0.886131E+00   0.209855E+05   0.159582E+01
  3069   0.209126E+02   0.555972E+00  -0.874160E+00   0.209688E+05   0.159875E+01
  3070   0.208463E+02   0.554986E+00  -0.862247E+00   0.209521E+05   0.160169E+01
  3071   0.207799E+02   0.554071E+00  -0.850469E+00   0.209354E+05   0.160462E+01
  3072   0.207134E+02   0.553234E+00  -0.838974E+00   0.209188E+05   0.160756E+01
  3073   0.206469E+02   0.552461E+00  -0.827540E+00   0.209021E+05   0.161048E+01
  3074   0.205802E+02   0.551759E+00  -0.816315E+00   0.208855E+05   0.161341E+01
  3075   0.205128E+02   0.551129E+00  -0.805152E+00   0.208688E+05   0.161633E+01
  3076   0.204460E+02   0.550570E+00  -0.794275E+00   0.208522E+05   0.161925E+01
  3077   0.203777E+02   0.550075E+00  -0.783534E+00   0.208357E+05   0.162216E+01
  3078   0.203107E+02   0.549644E+00  -0.772931E+00   0.208191E+05   0.162507E+01
  3079   0.202422E+02   0.549285E+00  -0.762541E+00   0.208025E+05   0.162797E+01
  3080   0.201744E+02   0.548983E+00  -0.752363E+00   0.207860E+05   0.163087E+01
  3081   0.201057E+02   0.548746E+00  -0.742288E+00   0.207695E+05   0.163376E+01
  3082   0.200369E+02   0.548573E+00  -0.732463E+00   0.207530E+05   0.163664E+01
  3083   0.199681E+02   0.548472E+00  -0.722794E+00   0.207365E+05   0.163951E+01
  3084   0.198999E+02   0.548421E+00  -0.713287E+00   0.207200E+05   0.164238E+01
  3085   0.198302E+02   0.548428E+00  -0.704011E+00   0.207035E+05   0.164523E+01
  3086   0.197611E+02   0.548492E+00  -0.694907E+00   0.206871E+05   0.164808E+01
  3087   0.196919E+02   0.548614E+00  -0.686011E+00   0.206707E+05   0.165092E+01
  3088   0.196227E+02   0.548801E+00  -0.677303E+00   0.206543E+05   0.165375E+01
  3089   0.195533E+02   0.549046E+00  -0.668798E+00   0.206379E+05   0.165657E+01
  3090   0.194832E+02   0.549334E+00  -0.660488E+00   0.206215E+05   0.165938E+01
  3091   0.194144E+02   0.549672E+00  -0.652383E+00   0.206052E+05   0.166217E+01
  3092   0.193441E+02   0.550076E+00  -0.644466E+00   0.205888E+05   0.166496E+01
  3093   0.192744E+02   0.550524E+00  -0.636762E+00   0.205725E+05   0.166773E+01
  3094   0.192047E+02   0.551030E+00  -0.629248E+00   0.205562E+05   0.167049E+01
  3095   0.191348E+02   0.551572E+00  -0.621948E+00   0.205399E+05   0.167324E+01
  3096   0.190649E+02   0.552165E+00  -0.614847E+00   0.205236E+05   0.167597E+01
  3097   0.189956E+02   0.552809E+00  -0.607952E+00   0.205073E+05   0.167869E+01
  3098   0.189255E+02   0.553497E+00  -0.601265E+00   0.204911E+05   0.168139E+01
  3099   0.188561E+02   0.554229E+00  -0.594785E+00   0.204749E+05   0.168408E+01
  3100   0.187866E+02   0.555005E+00  -0.588514E+00   0.204586E+05   0.168675E+01
  3101   0.187170E+02   0.555817E+00  -0.582452E+00   0.204425E+05   0.168941E+01
  3102   0.186480E+02   0.556681E+00  -0.576600E+00   0.204263E+05   0.169205E+01
  3103   0.185782E+02   0.557575E+00  -0.570957E+00   0.204101E+05   0.169467E+01
  3104   0.185091E+02   0.558512E+00  -0.565531E+00   0.203940E+05   0.169728E+01
  3105   0.184399E+02   0.559486E+00  -0.560309E+00   0.203778E+05   0.169987E+01
  3106   0.183706E+02   0.560496E+00  -0.555298E+00   0.203617E+05   0.170244E+01
  3107   0.183020E+02   0.561536E+00  -0.550490E+00   0.203456E+05   0.170499E+01
  3108   0.182333E+02   0.562626E+00  -0.545902E+00   0.203295E+05   0.170753E+01
  3109   0.181646E+02   0.563731E+00  -0.541511E+00   0.203134E+05   0.171004E+01
  3110   0.180965E+02   0.564865E+00  -0.537340E+00   0.202974E+05   0.171254E+01
  3111   0.180283E+02   0.566035E+00  -0.533367E+00   0.202814E+05   0.171502E+01
  3112   0.179601E+02   0.567233E+00  -0.529615E+00   0.202653E+05   0.171748E+01
  3113   0.178918E+02   0.568453E+00  -0.526069E+00   0.202493E+05   0.171992E+01
  3114   0.178241E+02   0.569695E+00  -0.522730E+00   0.202333E+05   0.172234E+01
  3115   0.177564E+02   0.570965E+00  -0.519590E+00   0.202174E+05   0.172474E+01
  3116   0.176909E+02   0.572263E+00  -0.516651E+00   0.202014E+05   0.172712E+01
  3117   0.176238E+02   0.573583E+00  -0.513927E+00   0.201854E+05   0.172948E+01
  3118   0.175574E+02   0.574909E+00  -0.511403E+00   0.201695E+05   0.173182E+01
  3119   0.174909E+02   0.576264E+00  -0.509089E+00   0.201536E+05   0.173414E+01
  3120   0.174251E+02   0.577639E+00  -0.506976E+00   0.201377E+05   0.173643E+01
  3121   0.173593E+02   0.579028E+00  -0.505057E+00   0.201218E+05   0.173871E+01
  3122   0.172963E+02   0.580431E+00  -0.503342E+00   0.201060E+05   0.174096E+01
  3123   0.172311E+02   0.581840E+00  -0.501821E+00   0.200901E+05   0.174319E+01
  3124   0.171666E+02   0.583262E+00  -0.500496E+00   0.200743E+05   0.174539E+01
  3125   0.171005E+02   0.584705E+00  -0.499368E+00   0.200585E+05   0.174758E+01
  3126   0.170374E+02   0.586154E+00  -0.498436E+00   0.200427E+05   0.174974E+01
  3127   0.169734E+02   0.587616E+00  -0.497702E+00   0.200269E+05   0.175187E+01
  3128   0.169102E+02   0.589077E+00  -0.497149E+00   0.200111E+05   0.175398E+01
  3129   0.168476E+02   0.590543E+00  -0.496788E+00   0.199953E+05   0.175607E+01
  3130   0.167850E+02   0.592015E+00  -0.496632E+00   0.199796E+05   0.175813E+01
  3131   0.167231E+02   0.593501E+00  -0.496644E+00   0.199639E+05   0.176017E+01
  3132   0.166611E+02   0.594984E+00  -0.496841E+00   0.199482E+05   0.176218E+01
  3133   0.165999E+02   0.596466E+00  -0.497223E+00   0.199325E+05   0.176417E+01
  3134   0.165393E+02   0.597946E+00  -0.497782E+00   0.199168E+05   0.176613E+01
  3135   0.164795E+02   0.599439E+00  -0.498534E+00   0.199011E+05   0.176807E+01
  3136   0.164188E+02   0.600923E+00  -0.499457E+00   0.198855E+05   0.176998E+01
  3137   0.163596E+02   0.602397E+00  -0.500543E+00   0.198698E+05   0.177186E+01
  3138   0.163004E+02   0.603869E+00  -0.501809E+00   0.198542E+05   0.177372E+01
  3139   0.162426E+02   0.605332E+00  -0.503239E+00   0.198386E+05   0.177555E+01
  3140   0.161848E+02   0.606792E+00  -0.504857E+00   0.198230E+05   0.177735E+01
  3141   0.161263E+02   0.608251E+00  -0.506618E+00   0.198074E+05   0.177912E+01
  3142   0.160699E+02   0.609685E+00  -0.508552E+00   0.197919E+05   0.178086E+01
  3143   0.160142E+02   0.611117E+00  -0.510645E+00   0.197763E+05   0.178258E+01
  3144   0.159577E+02   0.612546E+00  -0.512898E+00   0.197608E+05   0.178427E+01
  3145   0.159020E+02   0.613958E+00  -0.515310E+00   0.197453E+05   0.178593E+01
  3146   0.158470E+02   0.615346E+00  -0.517874E+00   0.197298E+05   0.178756E+01
  3147   0.157927E+02   0.616731E+00  -0.520584E+00   0.197143E+05   0.178916E+01
  3148   0.157391E+02   0.618100E+00  -0.523448E+00   0.196988E+05   0.179073E+01
  3149   0.156855E+02   0.619450E+00  -0.526458E+00   0.196834E+05   0.179227E+01
  3150   0.156327E+02   0.620784E+00  -0.529607E+00   0.196680E+05   0.179378E+01
  3151   0.155805E+02   0.622107E+00  -0.532904E+00   0.196525E+05   0.179526E+01
  3152   0.155291E+02   0.623398E+00  -0.536340E+00   0.196371E+05   0.179671E+01
  3153   0.154769E+02   0.624678E+00  -0.539908E+00   0.196217E+05   0.179813E+01
  3154   0.154269E+02   0.625934E+00  -0.543601E+00   0.196064E+05   0.179951E+01
  3155   0.153762E+02   0.627172E+00  -0.547426E+00   0.195910E+05   0.180087E+01
  3156   0.153270E+02   0.628376E+00  -0.551384E+00   0.195756E+05   0.180220E+01
  3157   0.152777E+02   0.629570E+00  -0.555458E+00   0.195603E+05   0.180349E+01
  3158   0.152292E+02   0.630732E+00  -0.559643E+00   0.195450E+05   0.180475E+01
  3159   0.151814E+02   0.631867E+00  -0.563951E+00   0.195297E+05   0.180598E+01
  3160   0.151336E+02   0.632976E+00  -0.568370E+00   0.195144E+05   0.180718E+01
  3161   0.150872E+02   0.634067E+00  -0.572898E+00   0.194991E+05   0.180835E+01
  3162   0.150409E+02   0.635124E+00  -0.577528E+00   0.194839E+05   0.180948E+01
  3163   0.149953E+02   0.636148E+00  -0.582261E+00   0.194686E+05   0.181058E+01
  3164   0.149497E+02   0.637145E+00  -0.587095E+00   0.194534E+05   0.181165E+01
