#    L    TT             EE             TE             PP             TP          
  5126   0.126930E+00   0.352737E-02  -0.350213E-02   0.491963E+04   0.315852E+00
  5127   0.126666E+00   0.351980E-02  -0.350123E-02   0.491635E+04   0.315626E+00
  5128   0.126394E+00   0.351210E-02  -0.350042E-02   0.491306E+04   0.315401E+00
  5129   0.126137E+00   0.350432E-02  -0.349940E-02   0.490978E+04   0.315175E+00
  5130   0.125873E+00   0.349649E-02  -0.349841E-02   0.490650E+04   0.314948E+00
  5131   0.125617E+00   0.348858E-02  -0.349751E-02   0.490323E+04   0.314721E+00
  5132   0.125345E+00   0.348076E-02  -0.349641E-02   0.489995E+04   0.314494E+00
  5133   0.125096E+00   0.347273E-02  -0.349548E-02   0.489668E+04   0.314266E+00
  5134   0.124839E+00   0.346478E-02  -0.349442E-02   0.489341E+04   0.314038E+00
  5135   0.124575E+00   0.345677E-02  -0.349331E-02   0.489015E+04   0.313809E+00
  5136   0.124318E+00   0.344862E-02  -0.349214E-02   0.488688E+04   0.313580E+00
  5137   0.124061E+00   0.344047E-02  -0.349092E-02   0.488362E+04   0.313351E+00
  5138   0.123805E+00   0.343234E-02  -0.348964E-02   0.488036E+04   0.313121E+00
  5139   0.123555E+00   0.342406E-02  -0.348816E-02   0.487710E+04   0.312891E+00
  5140   0.123306E+00   0.341572E-02  -0.348685E-02   0.487384E+04   0.312660E+00
  5141   0.123049E+00   0.340739E-02  -0.348533E-02   0.487059E+04   0.312429E+00
  5142   0.122793E+00   0.339899E-02  -0.348369E-02   0.486733E+04   0.312197E+00
  5143   0.122536E+00   0.339060E-02  -0.348206E-02   0.486408E+04   0.311965E+00
  5144   0.122294E+00   0.338208E-02  -0.348023E-02   0.486084E+04   0.311733E+00
  5145   0.122045E+00   0.337348E-02  -0.347835E-02   0.485759E+04   0.311500E+00
  5146   0.121788E+00   0.336490E-02  -0.347648E-02   0.485435E+04   0.311267E+00
  5147   0.121539E+00   0.335640E-02  -0.347442E-02   0.485111E+04   0.311034E+00
  5148   0.121297E+00   0.334768E-02  -0.347222E-02   0.484787E+04   0.310800E+00
  5149   0.121040E+00   0.333898E-02  -0.346996E-02   0.484463E+04   0.310565E+00
  5150   0.120791E+00   0.333013E-02  -0.346743E-02   0.484139E+04   0.310331E+00
  5151   0.120549E+00   0.332136E-02  -0.346499E-02   0.483816E+04   0.310096E+00
  5152   0.120308E+00   0.331246E-02  -0.346227E-02   0.483493E+04   0.309860E+00
  5153   0.120058E+00   0.330364E-02  -0.345950E-02   0.483170E+04   0.309624E+00
  5154   0.119824E+00   0.329468E-02  -0.345660E-02   0.482848E+04   0.309388E+00
  5155   0.119567E+00   0.328580E-02  -0.345356E-02   0.482525E+04   0.309152E+00
  5156   0.119326E+00   0.327663E-02  -0.345032E-02   0.482203E+04   0.308915E+00
  5157   0.119084E+00   0.326762E-02  -0.344695E-02   0.481881E+04   0.308678E+00
  5158   0.118835E+00   0.325861E-02  -0.344353E-02   0.481559E+04   0.308440E+00
  5159   0.118593E+00   0.324940E-02  -0.343982E-02   0.481238E+04   0.308202E+00
  5160   0.118344E+00   0.324026E-02  -0.343606E-02   0.480917E+04   0.307964E+00
  5161   0.118102E+00   0.323113E-02  -0.343202E-02   0.480595E+04   0.307725E+00
  5162   0.117860E+00   0.322179E-02  -0.342800E-02   0.480275E+04   0.307487E+00
  5163   0.117618E+00   0.321253E-02  -0.342377E-02   0.479954E+04   0.307247E+00
  5164   0.117377E+00   0.320313E-02  -0.341919E-02   0.479633E+04   0.307008E+00
  5165   0.117135E+00   0.319381E-02  -0.341470E-02   0.479313E+04   0.306768E+00
  5166   0.116893E+00   0.318450E-02  -0.341000E-02   0.478993E+04   0.306527E+00
  5167   0.116651E+00   0.317505E-02  -0.340495E-02   0.478673E+04   0.306287E+00
  5168   0.116417E+00   0.316568E-02  -0.339984E-02   0.478354E+04   0.306046E+00
  5169   0.116168E+00   0.315602E-02  -0.339453E-02   0.478034E+04   0.305805E+00
  5170   0.115926E+00   0.314660E-02  -0.338916E-02   0.477715E+04   0.305563E+00
  5171   0.115692E+00   0.313703E-02  -0.338343E-02   0.477396E+04   0.305321E+00
  5172   0.115450E+00   0.312739E-02  -0.337758E-02   0.477078E+04   0.305079E+00
  5173   0.115209E+00   0.311784E-02  -0.337151E-02   0.476759E+04   0.304837E+00
  5174   0.114967E+00   0.310815E-02  -0.336532E-02   0.476441E+04   0.304594E+00
  5175   0.114733E+00   0.309853E-02  -0.335884E-02   0.476123E+04   0.304351E+00
  5176   0.114491E+00   0.308878E-02  -0.335224E-02   0.475805E+04   0.304108E+00
  5177   0.114242E+00   0.307911E-02  -0.334557E-02   0.475487E+04   0.303864E+00
  5178   0.114008E+00   0.306930E-02  -0.333848E-02   0.475170E+04   0.303620E+00
  5179   0.113766E+00   0.305971E-02  -0.333132E-02   0.474853E+04   0.303376E+00
  5180   0.113532E+00   0.304984E-02  -0.332397E-02   0.474536E+04   0.303132E+00
  5181   0.113283E+00   0.304005E-02  -0.331632E-02   0.474219E+04   0.302887E+00
  5182   0.113041E+00   0.303019E-02  -0.330863E-02   0.473902E+04   0.302642E+00
  5183   0.112807E+00   0.302041E-02  -0.330072E-02   0.473586E+04   0.302397E+00
  5184   0.112565E+00   0.301057E-02  -0.329253E-02   0.473270E+04   0.302151E+00
  5185   0.112316E+00   0.300073E-02  -0.328414E-02   0.472954E+04   0.301905E+00
  5186   0.112082E+00   0.299076E-02  -0.327561E-02   0.472638E+04   0.301659E+00
  5187   0.111840E+00   0.298093E-02  -0.326688E-02   0.472323E+04   0.301413E+00
  5188   0.111606E+00   0.297104E-02  -0.325808E-02   0.472008E+04   0.301167E+00
  5189   0.111357E+00   0.296116E-02  -0.324886E-02   0.471693E+04   0.300920E+00
  5190   0.111123E+00   0.295114E-02  -0.323957E-02   0.471378E+04   0.300673E+00
  5191   0.110881E+00   0.294127E-02  -0.323001E-02   0.471063E+04   0.300425E+00
  5192   0.110632E+00   0.293126E-02  -0.322031E-02   0.470749E+04   0.300178E+00
  5193   0.110391E+00   0.292140E-02  -0.321033E-02   0.470435E+04   0.299930E+00
  5194   0.110149E+00   0.291133E-02  -0.320029E-02   0.470121E+04   0.299682E+00
  5195   0.109908E+00   0.290141E-02  -0.318989E-02   0.469807E+04   0.299434E+00
  5196   0.109673E+00   0.289143E-02  -0.317944E-02   0.469494E+04   0.299186E+00
  5197   0.109432E+00   0.288152E-02  -0.316877E-02   0.469180E+04   0.298937E+00
  5198   0.109190E+00   0.287155E-02  -0.315790E-02   0.468867E+04   0.298688E+00
  5199   0.108949E+00   0.286159E-02  -0.314682E-02   0.468554E+04   0.298439E+00
  5200   0.108700E+00   0.285171E-02  -0.313553E-02   0.468242E+04   0.298190E+00
  5201   0.108466E+00   0.284161E-02  -0.312403E-02   0.467929E+04   0.297940E+00
  5202   0.108224E+00   0.283181E-02  -0.311247E-02   0.467617E+04   0.297690E+00
  5203   0.107975E+00   0.282172E-02  -0.310056E-02   0.467305E+04   0.297441E+00
  5204   0.107734E+00   0.281186E-02  -0.308851E-02   0.466993E+04   0.297190E+00
  5205   0.107500E+00   0.280201E-02  -0.307632E-02   0.466682E+04   0.296940E+00
  5206   0.107251E+00   0.279202E-02  -0.306393E-02   0.466370E+04   0.296690E+00
  5207   0.107009E+00   0.278218E-02  -0.305125E-02   0.466059E+04   0.296439E+00
  5208   0.106761E+00   0.277220E-02  -0.303851E-02   0.465748E+04   0.296188E+00
  5209   0.106504E+00   0.276230E-02  -0.302572E-02   0.465437E+04   0.295937E+00
  5210   0.106263E+00   0.275248E-02  -0.301256E-02   0.465127E+04   0.295686E+00
  5211   0.106014E+00   0.274259E-02  -0.299927E-02   0.464817E+04   0.295434E+00
  5212   0.105765E+00   0.273270E-02  -0.298584E-02   0.464507E+04   0.295183E+00
  5213   0.105524E+00   0.272283E-02  -0.297213E-02   0.464197E+04   0.294931E+00
  5214   0.105275E+00   0.271310E-02  -0.295843E-02   0.463887E+04   0.294679E+00
  5215   0.105019E+00   0.270324E-02  -0.294445E-02   0.463578E+04   0.294427E+00
  5216   0.104777E+00   0.269345E-02  -0.293041E-02   0.463268E+04   0.294175E+00
  5217   0.104528E+00   0.268375E-02  -0.291601E-02   0.462959E+04   0.293923E+00
  5218   0.104287E+00   0.267405E-02  -0.290162E-02   0.462651E+04   0.293670E+00
  5219   0.104031E+00   0.266421E-02  -0.288702E-02   0.462342E+04   0.293417E+00
  5220   0.103789E+00   0.265459E-02  -0.287229E-02   0.462034E+04   0.293165E+00
  5221   0.103526E+00   0.264483E-02  -0.285742E-02   0.461726E+04   0.292912E+00
  5222   0.103284E+00   0.263531E-02  -0.284248E-02   0.461418E+04   0.292659E+00
  5223   0.103036E+00   0.262564E-02  -0.282719E-02   0.461110E+04   0.292405E+00
  5224   0.102779E+00   0.261619E-02  -0.281184E-02   0.460803E+04   0.292152E+00
  5225   0.102531E+00   0.260668E-02  -0.279642E-02   0.460495E+04   0.291898E+00
  5226   0.102282E+00   0.259717E-02  -0.278080E-02   0.460188E+04   0.291645E+00
  5227   0.102026E+00   0.258775E-02  -0.276518E-02   0.459881E+04   0.291391E+00
  5228   0.101777E+00   0.257825E-02  -0.274928E-02   0.459575E+04   0.291137E+00
  5229   0.101528E+00   0.256891E-02  -0.273340E-02   0.459268E+04   0.290883E+00
  5230   0.101272E+00   0.255950E-02  -0.271730E-02   0.458962E+04   0.290629E+00
  5231   0.101024E+00   0.255017E-02  -0.270106E-02   0.458656E+04   0.290375E+00
  5232   0.100760E+00   0.254084E-02  -0.268469E-02   0.458351E+04   0.290121E+00
  5233   0.100504E+00   0.253167E-02  -0.266825E-02   0.458045E+04   0.289866E+00
  5234   0.100248E+00   0.252243E-02  -0.265175E-02   0.457740E+04   0.289612E+00
  5235   0.999919E-01   0.251319E-02  -0.263505E-02   0.457435E+04   0.289357E+00
  5236   0.997358E-01   0.250411E-02  -0.261827E-02   0.457130E+04   0.289103E+00
  5237   0.994798E-01   0.249496E-02  -0.260144E-02   0.456825E+04   0.288848E+00
  5238   0.992237E-01   0.248596E-02  -0.258454E-02   0.456521E+04   0.288593E+00
  5239   0.989603E-01   0.247689E-02  -0.256750E-02   0.456216E+04   0.288338E+00
  5240   0.986968E-01   0.246790E-02  -0.255040E-02   0.455912E+04   0.288083E+00
  5241   0.984482E-01   0.245899E-02  -0.253316E-02   0.455608E+04   0.287828E+00
  5242   0.981848E-01   0.245008E-02  -0.251586E-02   0.455305E+04   0.287573E+00
  5243   0.979214E-01   0.244126E-02  -0.249857E-02   0.455001E+04   0.287318E+00
  5244   0.976729E-01   0.243251E-02  -0.248122E-02   0.454698E+04   0.287062E+00
  5245   0.974020E-01   0.242377E-02  -0.246365E-02   0.454395E+04   0.286807E+00
  5246   0.971461E-01   0.241503E-02  -0.244609E-02   0.454093E+04   0.286552E+00
  5247   0.968901E-01   0.240645E-02  -0.242847E-02   0.453790E+04   0.286296E+00
  5248   0.966193E-01   0.239786E-02  -0.241086E-02   0.453488E+04   0.286041E+00
  5249   0.963634E-01   0.238936E-02  -0.239311E-02   0.453186E+04   0.285785E+00
  5250   0.961001E-01   0.238087E-02  -0.237530E-02   0.452884E+04   0.285530E+00
  5251   0.958368E-01   0.237245E-02  -0.235742E-02   0.452582E+04   0.285274E+00
  5252   0.955660E-01   0.236403E-02  -0.233963E-02   0.452281E+04   0.285018E+00
  5253   0.953101E-01   0.235570E-02  -0.232170E-02   0.451979E+04   0.284763E+00
  5254   0.950468E-01   0.234751E-02  -0.230370E-02   0.451678E+04   0.284507E+00
  5255   0.947761E-01   0.233919E-02  -0.228571E-02   0.451378E+04   0.284251E+00
  5256   0.945203E-01   0.233109E-02  -0.226781E-02   0.451077E+04   0.283995E+00
  5257   0.942496E-01   0.232292E-02  -0.224984E-02   0.450777E+04   0.283739E+00
  5258   0.939863E-01   0.231490E-02  -0.223181E-02   0.450476E+04   0.283484E+00
  5259   0.937157E-01   0.230681E-02  -0.221379E-02   0.450176E+04   0.283228E+00
  5260   0.934525E-01   0.229895E-02  -0.219577E-02   0.449877E+04   0.282972E+00
  5261   0.931892E-01   0.229109E-02  -0.217776E-02   0.449577E+04   0.282716E+00
  5262   0.929260E-01   0.228317E-02  -0.215977E-02   0.449278E+04   0.282460E+00
  5263   0.926554E-01   0.227547E-02  -0.214171E-02   0.448979E+04   0.282204E+00
  5264   0.923848E-01   0.226777E-02  -0.212373E-02   0.448680E+04   0.281949E+00
  5265   0.921142E-01   0.226008E-02  -0.210561E-02   0.448381E+04   0.281693E+00
  5266   0.918511E-01   0.225254E-02  -0.208772E-02   0.448083E+04   0.281437E+00
  5267   0.915879E-01   0.224500E-02  -0.206969E-02   0.447785E+04   0.281181E+00
  5268   0.913100E-01   0.223754E-02  -0.205175E-02   0.447487E+04   0.280925E+00
  5269   0.910469E-01   0.223016E-02  -0.203381E-02   0.447189E+04   0.280669E+00
  5270   0.907763E-01   0.222278E-02  -0.201596E-02   0.446891E+04   0.280414E+00
  5271   0.904984E-01   0.221548E-02  -0.199811E-02   0.446594E+04   0.280158E+00
  5272   0.902353E-01   0.220826E-02  -0.198028E-02   0.446297E+04   0.279902E+00
  5273   0.899648E-01   0.220119E-02  -0.196252E-02   0.446000E+04   0.279646E+00
  5274   0.897018E-01   0.219405E-02  -0.194477E-02   0.445703E+04   0.279391E+00
  5275   0.894313E-01   0.218699E-02  -0.192711E-02   0.445406E+04   0.279135E+00
  5276   0.891683E-01   0.218000E-02  -0.190945E-02   0.445110E+04   0.278880E+00
  5277   0.888978E-01   0.217310E-02  -0.189195E-02   0.444814E+04   0.278624E+00
  5278   0.886200E-01   0.216619E-02  -0.187446E-02   0.444518E+04   0.278369E+00
  5279   0.883496E-01   0.215951E-02  -0.185697E-02   0.444222E+04   0.278113E+00
  5280   0.880792E-01   0.215277E-02  -0.183964E-02   0.443927E+04   0.277858E+00
  5281   0.878162E-01   0.214609E-02  -0.182239E-02   0.443632E+04   0.277603E+00
  5282   0.875384E-01   0.213957E-02  -0.180515E-02   0.443337E+04   0.277347E+00
  5283   0.872680E-01   0.213298E-02  -0.178799E-02   0.443042E+04   0.277092E+00
  5284   0.870051E-01   0.212654E-02  -0.177091E-02   0.442747E+04   0.276837E+00
  5285   0.867274E-01   0.212018E-02  -0.175399E-02   0.442453E+04   0.276582E+00
  5286   0.864570E-01   0.211382E-02  -0.173715E-02   0.442159E+04   0.276327E+00
  5287   0.861942E-01   0.210746E-02  -0.172039E-02   0.441865E+04   0.276072E+00
  5288   0.859239E-01   0.210133E-02  -0.170378E-02   0.441571E+04   0.275817E+00
  5289   0.856462E-01   0.209521E-02  -0.168711E-02   0.441278E+04   0.275563E+00
  5290   0.853759E-01   0.208908E-02  -0.167067E-02   0.440984E+04   0.275308E+00
  5291   0.851131E-01   0.208303E-02  -0.165430E-02   0.440691E+04   0.275054E+00
  5292   0.848354E-01   0.207706E-02  -0.163810E-02   0.440398E+04   0.274799E+00
  5293   0.845652E-01   0.207124E-02  -0.162197E-02   0.440106E+04   0.274545E+00
  5294   0.843024E-01   0.206535E-02  -0.160600E-02   0.439813E+04   0.274291E+00
  5295   0.840248E-01   0.205953E-02  -0.159018E-02   0.439521E+04   0.274036E+00
  5296   0.837621E-01   0.205380E-02  -0.157437E-02   0.439229E+04   0.273782E+00
  5297   0.834919E-01   0.204821E-02  -0.155871E-02   0.438937E+04   0.273529E+00
  5298   0.832143E-01   0.204255E-02  -0.154328E-02   0.438646E+04   0.273275E+00
  5299   0.829516E-01   0.203704E-02  -0.152786E-02   0.438354E+04   0.273021E+00
  5300   0.826815E-01   0.203154E-02  -0.151266E-02   0.438063E+04   0.272768E+00
  5301   0.824114E-01   0.202611E-02  -0.149762E-02   0.437772E+04   0.272514E+00
  5302   0.821413E-01   0.202083E-02  -0.148259E-02   0.437481E+04   0.272261E+00
  5303   0.818712E-01   0.201556E-02  -0.146786E-02   0.437191E+04   0.272008E+00
  5304   0.816012E-01   0.201028E-02  -0.145320E-02   0.436900E+04   0.271755E+00
  5305   0.813311E-01   0.200509E-02  -0.143863E-02   0.436610E+04   0.271502E+00
  5306   0.810611E-01   0.199997E-02  -0.142429E-02   0.436321E+04   0.271249E+00
  5307   0.807911E-01   0.199492E-02  -0.141002E-02   0.436031E+04   0.270996E+00
  5308   0.805211E-01   0.198988E-02  -0.139598E-02   0.435741E+04   0.270744E+00
  5309   0.802660E-01   0.198499E-02  -0.138217E-02   0.435452E+04   0.270492E+00
  5310   0.799886E-01   0.198010E-02  -0.136844E-02   0.435163E+04   0.270240E+00
  5311   0.797260E-01   0.197536E-02  -0.135479E-02   0.434874E+04   0.269988E+00
  5312   0.794635E-01   0.197055E-02  -0.134151E-02   0.434586E+04   0.269736E+00
  5313   0.791936E-01   0.196581E-02  -0.132832E-02   0.434297E+04   0.269484E+00
  5314   0.789311E-01   0.196115E-02  -0.131527E-02   0.434009E+04   0.269233E+00
  5315   0.786687E-01   0.195657E-02  -0.130231E-02   0.433721E+04   0.268981E+00
  5316   0.784062E-01   0.195199E-02  -0.128964E-02   0.433433E+04   0.268730E+00
  5317   0.781438E-01   0.194748E-02  -0.127706E-02   0.433146E+04   0.268479E+00
  5318   0.778740E-01   0.194305E-02  -0.126477E-02   0.432859E+04   0.268229E+00
  5319   0.776116E-01   0.193862E-02  -0.125257E-02   0.432571E+04   0.267978E+00
  5320   0.773492E-01   0.193420E-02  -0.124051E-02   0.432285E+04   0.267728E+00
  5321   0.770868E-01   0.192992E-02  -0.122869E-02   0.431998E+04   0.267477E+00
  5322   0.768245E-01   0.192565E-02  -0.121709E-02   0.431711E+04   0.267227E+00
  5323   0.765621E-01   0.192160E-02  -0.120564E-02   0.431425E+04   0.266978E+00
  5324   0.762991E-01   0.191740E-02  -0.119442E-02   0.431139E+04   0.266728E+00
  5325   0.760413E-01   0.191328E-02  -0.118335E-02   0.430853E+04   0.266479E+00
  5326   0.757834E-01   0.190930E-02  -0.117250E-02   0.430568E+04   0.266229E+00
  5327   0.755256E-01   0.190526E-02  -0.116181E-02   0.430282E+04   0.265980E+00
  5328   0.752611E-01   0.190136E-02  -0.115127E-02   0.429997E+04   0.265732E+00
  5329   0.750108E-01   0.189747E-02  -0.114103E-02   0.429712E+04   0.265483E+00
  5330   0.747538E-01   0.189357E-02  -0.113095E-02   0.429427E+04   0.265235E+00
  5331   0.744968E-01   0.188976E-02  -0.112108E-02   0.429143E+04   0.264987E+00
  5332   0.742391E-01   0.188609E-02  -0.111130E-02   0.428858E+04   0.264739E+00
  5333   0.739895E-01   0.188235E-02  -0.110181E-02   0.428574E+04   0.264491E+00
  5334   0.737326E-01   0.187861E-02  -0.109248E-02   0.428290E+04   0.264244E+00
  5335   0.734749E-01   0.187494E-02  -0.108330E-02   0.428007E+04   0.263997E+00
  5336   0.732254E-01   0.187135E-02  -0.107434E-02   0.427723E+04   0.263750E+00
  5337   0.729760E-01   0.186783E-02  -0.106568E-02   0.427440E+04   0.263503E+00
  5338   0.727235E-01   0.186432E-02  -0.105718E-02   0.427157E+04   0.263257E+00
  5339   0.724734E-01   0.186081E-02  -0.104882E-02   0.426874E+04   0.263011E+00
  5340   0.722240E-01   0.185737E-02  -0.104069E-02   0.426591E+04   0.262765E+00
  5341   0.719760E-01   0.185401E-02  -0.103286E-02   0.426309E+04   0.262519E+00
  5342   0.717289E-01   0.185057E-02  -0.102511E-02   0.426027E+04   0.262274E+00
  5343   0.714825E-01   0.184728E-02  -0.101765E-02   0.425745E+04   0.262029E+00
  5344   0.712361E-01   0.184392E-02  -0.101027E-02   0.425463E+04   0.261784E+00
  5345   0.709920E-01   0.184071E-02  -0.100319E-02   0.425181E+04   0.261539E+00
  5346   0.707472E-01   0.183749E-02  -0.996258E-03   0.424900E+04   0.261295E+00
  5347   0.705031E-01   0.183428E-02  -0.989552E-03   0.424619E+04   0.261051E+00
  5348   0.702620E-01   0.183107E-02  -0.982996E-03   0.424338E+04   0.260807E+00
  5349   0.700202E-01   0.182801E-02  -0.976738E-03   0.424057E+04   0.260564E+00
  5350   0.697798E-01   0.182495E-02  -0.970630E-03   0.423777E+04   0.260321E+00
  5351   0.695395E-01   0.182181E-02  -0.964747E-03   0.423496E+04   0.260078E+00
  5352   0.693015E-01   0.181875E-02  -0.959087E-03   0.423216E+04   0.259835E+00
  5353   0.690634E-01   0.181569E-02  -0.953503E-03   0.422936E+04   0.259593E+00
  5354   0.688269E-01   0.181270E-02  -0.948217E-03   0.422657E+04   0.259351E+00
  5355   0.685911E-01   0.180979E-02  -0.943080E-03   0.422377E+04   0.259109E+00
  5356   0.683569E-01   0.180680E-02  -0.938167E-03   0.422098E+04   0.258868E+00
  5357   0.681226E-01   0.180389E-02  -0.933403E-03   0.421819E+04   0.258627E+00
  5358   0.678906E-01   0.180105E-02  -0.928937E-03   0.421540E+04   0.258386E+00
  5359   0.676594E-01   0.179814E-02  -0.924620E-03   0.421262E+04   0.258146E+00
  5360   0.674282E-01   0.179530E-02  -0.920452E-03   0.420983E+04   0.257906E+00
  5361   0.672000E-01   0.179246E-02  -0.916507E-03   0.420705E+04   0.257666E+00
  5362   0.669710E-01   0.178962E-02  -0.912786E-03   0.420427E+04   0.257427E+00
  5363   0.667436E-01   0.178693E-02  -0.909287E-03   0.420149E+04   0.257188E+00
  5364   0.665176E-01   0.178409E-02  -0.905863E-03   0.419872E+04   0.256949E+00
  5365   0.662924E-01   0.178140E-02  -0.902736E-03   0.419594E+04   0.256710E+00
  5366   0.660688E-01   0.177864E-02  -0.899683E-03   0.419317E+04   0.256472E+00
  5367   0.658459E-01   0.177594E-02  -0.896853E-03   0.419040E+04   0.256235E+00
  5368   0.656244E-01   0.177325E-02  -0.894245E-03   0.418764E+04   0.255997E+00
  5369   0.654038E-01   0.177056E-02  -0.891786E-03   0.418487E+04   0.255760E+00
  5370   0.651847E-01   0.176787E-02  -0.889623E-03   0.418211E+04   0.255524E+00
  5371   0.649670E-01   0.176525E-02  -0.887535E-03   0.417935E+04   0.255287E+00
  5372   0.647502E-01   0.176263E-02  -0.885668E-03   0.417659E+04   0.255051E+00
  5373   0.645341E-01   0.175993E-02  -0.883949E-03   0.417384E+04   0.254816E+00
  5374   0.643202E-01   0.175731E-02  -0.882378E-03   0.417108E+04   0.254581E+00
  5375   0.641071E-01   0.175469E-02  -0.881030E-03   0.416833E+04   0.254346E+00
  5376   0.638948E-01   0.175214E-02  -0.879828E-03   0.416558E+04   0.254111E+00
  5377   0.636840E-01   0.174952E-02  -0.878775E-03   0.416283E+04   0.253877E+00
  5378   0.634746E-01   0.174697E-02  -0.877943E-03   0.416009E+04   0.253644E+00
  5379   0.632661E-01   0.174442E-02  -0.877258E-03   0.415734E+04   0.253410E+00
  5380   0.630575E-01   0.174172E-02  -0.876721E-03   0.415460E+04   0.253177E+00
  5381   0.628520E-01   0.173924E-02  -0.876405E-03   0.415186E+04   0.252945E+00
  5382   0.626487E-01   0.173668E-02  -0.876162E-03   0.414912E+04   0.252713E+00
  5383   0.624447E-01   0.173413E-02  -0.876140E-03   0.414639E+04   0.252481E+00
  5384   0.622429E-01   0.173150E-02  -0.876339E-03   0.414366E+04   0.252250E+00
  5385   0.620427E-01   0.172902E-02  -0.876537E-03   0.414093E+04   0.252019E+00
  5386   0.618424E-01   0.172653E-02  -0.876956E-03   0.413820E+04   0.251788E+00
  5387   0.616444E-01   0.172397E-02  -0.877595E-03   0.413547E+04   0.251558E+00
  5388   0.614472E-01   0.172141E-02  -0.878233E-03   0.413275E+04   0.251329E+00
  5389   0.612522E-01   0.171893E-02  -0.879092E-03   0.413002E+04   0.251099E+00
  5390   0.610573E-01   0.171636E-02  -0.880096E-03   0.412730E+04   0.250871E+00
  5391   0.608646E-01   0.171387E-02  -0.881248E-03   0.412458E+04   0.250642E+00
  5392   0.606726E-01   0.171123E-02  -0.882545E-03   0.412187E+04   0.250414E+00
  5393   0.604829E-01   0.170866E-02  -0.883914E-03   0.411915E+04   0.250187E+00
  5394   0.602933E-01   0.170609E-02  -0.885430E-03   0.411644E+04   0.249960E+00
  5395   0.601058E-01   0.170360E-02  -0.887091E-03   0.411373E+04   0.249733E+00
  5396   0.599192E-01   0.170103E-02  -0.888973E-03   0.411103E+04   0.249507E+00
  5397   0.597348E-01   0.169845E-02  -0.890926E-03   0.410832E+04   0.249281E+00
  5398   0.595504E-01   0.169588E-02  -0.893024E-03   0.410562E+04   0.249056E+00
  5399   0.593675E-01   0.169323E-02  -0.895194E-03   0.410292E+04   0.248831E+00
  5400   0.591869E-01   0.169065E-02  -0.897510E-03   0.410022E+04   0.248606E+00
  5401   0.590063E-01   0.168807E-02  -0.899897E-03   0.409752E+04   0.248382E+00
  5402   0.588287E-01   0.168556E-02  -0.902429E-03   0.409482E+04   0.248159E+00
  5403   0.586511E-01   0.168290E-02  -0.905107E-03   0.409213E+04   0.247936E+00
  5404   0.584757E-01   0.168024E-02  -0.907855E-03   0.408944E+04   0.247713E+00
  5405   0.583004E-01   0.167765E-02  -0.910675E-03   0.408675E+04   0.247491E+00
  5406   0.581281E-01   0.167491E-02  -0.913567E-03   0.408407E+04   0.247269E+00
  5407   0.579566E-01   0.167225E-02  -0.916678E-03   0.408138E+04   0.247048E+00
  5408   0.577850E-01   0.166958E-02  -0.919860E-03   0.407870E+04   0.246827E+00
  5409   0.576172E-01   0.166691E-02  -0.923188E-03   0.407602E+04   0.246607E+00
  5410   0.574494E-01   0.166424E-02  -0.926438E-03   0.407334E+04   0.246387E+00
  5411   0.572817E-01   0.166149E-02  -0.929908E-03   0.407067E+04   0.246168E+00
  5412   0.571169E-01   0.165874E-02  -0.933375E-03   0.406799E+04   0.245949E+00
  5413   0.569529E-01   0.165607E-02  -0.936988E-03   0.406532E+04   0.245730E+00
  5414   0.567912E-01   0.165324E-02  -0.940671E-03   0.406265E+04   0.245512E+00
  5415   0.566302E-01   0.165056E-02  -0.944426E-03   0.405998E+04   0.245295E+00
  5416   0.564707E-01   0.164766E-02  -0.948327E-03   0.405732E+04   0.245078E+00
  5417   0.563120E-01   0.164490E-02  -0.952224E-03   0.405465E+04   0.244861E+00
  5418   0.561548E-01   0.164214E-02  -0.956193E-03   0.405199E+04   0.244645E+00
  5419   0.559998E-01   0.163931E-02  -0.960233E-03   0.404933E+04   0.244429E+00
  5420   0.558449E-01   0.163647E-02  -0.964344E-03   0.404667E+04   0.244214E+00
  5421   0.556922E-01   0.163356E-02  -0.968527E-03   0.404402E+04   0.243999E+00
  5422   0.555410E-01   0.163072E-02  -0.972781E-03   0.404136E+04   0.243784E+00
  5423   0.553899E-01   0.162788E-02  -0.977032E-03   0.403871E+04   0.243570E+00
  5424   0.552410E-01   0.162488E-02  -0.981428E-03   0.403606E+04   0.243357E+00
  5425   0.550921E-01   0.162204E-02  -0.985821E-03   0.403342E+04   0.243143E+00
  5426   0.549462E-01   0.161904E-02  -0.990286E-03   0.403077E+04   0.242931E+00
  5427   0.548003E-01   0.161604E-02  -0.994748E-03   0.402813E+04   0.242718E+00
  5428   0.546559E-01   0.161297E-02  -0.999206E-03   0.402549E+04   0.242507E+00
  5429   0.545131E-01   0.161004E-02  -0.100381E-02   0.402285E+04   0.242295E+00
  5430   0.543717E-01   0.160704E-02  -0.100841E-02   0.402021E+04   0.242084E+00
  5431   0.542311E-01   0.160396E-02  -0.101301E-02   0.401758E+04   0.241874E+00
  5432   0.540928E-01   0.160081E-02  -0.101768E-02   0.401494E+04   0.241664E+00
  5433   0.539552E-01   0.159780E-02  -0.102235E-02   0.401231E+04   0.241454E+00
  5434   0.538191E-01   0.159464E-02  -0.102716E-02   0.400968E+04   0.241245E+00
  5435   0.536838E-01   0.159148E-02  -0.103189E-02   0.400705E+04   0.241036E+00
